postcode,suburb,state,dc,type
2000,SYDNEY SOUTH,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2000,THE ROCKS,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2001,SYDNEY,NSW,GPO BOX CENTRE SYDNEY,Post Office Boxes                            
2002,WORLD SQUARE,NSW,WORLD SQUARE,Post Office Boxes                            
2006,THE UNIVERSITY OF SYDNEY,NSW,SYDNEY UNIVERSITY LPO,Delivery Area                                
2007,BROADWAY,NSW,BROADWAY POST SHOP,Delivery Area                                
2007,ULTIMO,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2008,CHIPPENDALE,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2008,DARLINGTON,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2009,PYRMONT,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2010,DARLINGHURST,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2010,SURRY HILLS,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2011,ELIZABETH BAY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2011,HMAS KUTTABUL,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2011,POTTS POINT,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2011,RUSHCUTTERS BAY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2011,WOOLLOOMOOLOO,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2012,STRAWBERRY HILLS,NSW,STRAWBERRY HILLS BC,Post Office Boxes                            
2013,STRAWBERRY HILLS,NSW,STRAWBERRY HILLS BC,Post Office Boxes                            
2015,ALEXANDRIA,NSW,ALEXANDRIA DF,Delivery Area                                
2015,BEACONSFIELD,NSW,ALEXANDRIA DF,Delivery Area                                
2015,EVELEIGH,NSW,ALEXANDRIA DF,Delivery Area                                
2016,REDFERN,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2017,WATERLOO,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2017,ZETLAND,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2018,EASTLAKES,NSW,ALEXANDRIA DF,Delivery Area                                
2018,ROSEBERY,NSW,ALEXANDRIA DF,Delivery Area                                
2019,BANKSMEADOW,NSW,ALEXANDRIA DF,Delivery Area                                
2019,BOTANY,NSW,ALEXANDRIA DF,Delivery Area                                
2020,MASCOT,NSW,ALEXANDRIA DF,Delivery Area                                
2020,SYDNEY DOMESTIC AIRPORT,NSW,SYD INTERNATIONAL AIRPORT LPO,Delivery Area                                
2020,SYDNEY INTERNATIONAL AIRPORT,NSW,SYD INTERNATIONAL AIRPORT LPO,Delivery Area                                
2021,MOORE PARK,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2021,PADDINGTON,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2022,BONDI JUNCTION,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2022,BONDI JUNCTION PLAZA,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2022,QUEENS PARK,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2023,BELLEVUE HILL,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2024,BRONTE,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2024,WAVERLEY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2025,WOOLLAHRA,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2026,BONDI,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2026,BONDI BEACH,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2026,NORTH BONDI,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2026,TAMARAMA,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2027,DARLING POINT,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2027,EDGECLIFF,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2027,HMAS RUSHCUTTERS,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2027,POINT PIPER,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2028,DOUBLE BAY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2029,ROSE BAY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2030,DOVER HEIGHTS,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2030,HMAS WATSON,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2030,ROSE BAY NORTH,NSW,ROSE BAY NORTH LPO,Delivery Area                                
2030,VAUCLUSE,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2030,WATSONS BAY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2031,CLOVELLY,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2031,CLOVELLY WEST,NSW,CLOVELLY WEST LPO,Delivery Area                                
2031,RANDWICK,NSW,WATERLOO DELIVERY FACILITY,Delivery Area                                
2031,ST PAULS,NSW,ST PAULS LPO,Delivery Area                                
2032,DACEYVILLE,NSW,ALEXANDRIA DF,Delivery Area                                
2032,KINGSFORD,NSW,ALEXANDRIA DF,Delivery Area                                
2033,KENSINGTON,NSW,ALEXANDRIA DF,Delivery Area                                
2034,COOGEE,NSW,ALEXANDRIA DF,Delivery Area                                
2034,SOUTH COOGEE,NSW,ALEXANDRIA DF,Delivery Area                                
2035,MAROUBRA,NSW,ALEXANDRIA DF,Delivery Area                                
2035,MAROUBRA SOUTH,NSW,MAROUBRA SOUTH LPO,Delivery Area                                
2035,PAGEWOOD,NSW,ALEXANDRIA DF,Delivery Area                                
2036,CHIFLEY,NSW,ALEXANDRIA DF,Delivery Area                                
2036,EASTGARDENS,NSW,ALEXANDRIA DF,Delivery Area                                
2036,HILLSDALE,NSW,ALEXANDRIA DF,Delivery Area                                
2036,LA PEROUSE,NSW,ALEXANDRIA DF,Delivery Area                                
2036,LITTLE BAY,NSW,ALEXANDRIA DF,Delivery Area                                
2036,MALABAR,NSW,ALEXANDRIA DF,Delivery Area                                
2036,MATRAVILLE,NSW,ALEXANDRIA DF,Delivery Area                                
2036,PHILLIP BAY,NSW,ALEXANDRIA DF,Delivery Area                                
2036,PORT BOTANY,NSW,ALEXANDRIA DF,Delivery Area                                
2037,FOREST LODGE,NSW,ALEXANDRIA DF,Delivery Area                                
2037,GLEBE,NSW,ALEXANDRIA DF,Delivery Area                                
2038,ANNANDALE,NSW,ALEXANDRIA DF,Delivery Area                                
2039,ROZELLE,NSW,ALEXANDRIA DF,Delivery Area                                
2040,LEICHHARDT,NSW,ALEXANDRIA DF,Delivery Area                                
2040,LILYFIELD,NSW,ALEXANDRIA DF,Delivery Area                                
2041,BALMAIN,NSW,ALEXANDRIA DF,Delivery Area                                
2041,BALMAIN EAST,NSW,ALEXANDRIA DF,Delivery Area                                
2041,BIRCHGROVE,NSW,ALEXANDRIA DF,Delivery Area                                
2042,ENMORE,NSW,ALEXANDRIA DF,Delivery Area                                
2042,NEWTOWN,NSW,ALEXANDRIA DF,Delivery Area                                
2043,ERSKINEVILLE,NSW,ALEXANDRIA DF,Delivery Area                                
2044,ST PETERS,NSW,ALEXANDRIA DF,Delivery Area                                
2044,SYDENHAM,NSW,ALEXANDRIA DF,Delivery Area                                
2044,TEMPE,NSW,ALEXANDRIA DF,Delivery Area                                
2045,HABERFIELD,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,ABBOTSFORD,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,CANADA BAY,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,CHISWICK,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,FIVE DOCK,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,RODD POINT,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,RUSSELL LEA,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2046,WAREEMBA,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2047,DRUMMOYNE,NSW,LIDCOMBE DELIVERY CENTRE,Delivery Area                                
2048,STANMORE,NSW,ALEXANDRIA DF,Delivery Area                                
2049,LEWISHAM,NSW,ALEXANDRIA DF,Delivery Area                                
2049,PETERSHAM,NSW,ALEXANDRIA DF,Delivery Area                                
2049,PETERSHAM NORTH,NSW,PETERSHAM NORTH LPO,Delivery Area                                
2050,CAMPERDOWN,NSW,ALEXANDRIA DF,Delivery Area                                
2050,MISSENDEN ROAD,NSW,MISSENDEN ROAD LPO,Delivery Area                                
2052,UNSW SYDNEY,NSW,ALEXANDRIA DF,LVR                                          
2055,NORTH SYDNEY,NSW,ST LEONARDS DF,Delivery Area                                
2057,CHATSWOOD,NSW,CHATSWOOD POST SHOP,Post Office Boxes                            
2059,NORTH SYDNEY,NSW,NORTH SYDNEY POST SHOP,Post Office Boxes                            
2060,HMAS WATERHEN,NSW,ST LEONARDS DF,Delivery Area                                
2060,LAVENDER BAY,NSW,ST LEONARDS DF,Delivery Area                                
2060,MCMAHONS POINT,NSW,ST LEONARDS DF,Delivery Area                                
2060,NORTH SYDNEY,NSW,ST LEONARDS DF,Delivery Area                                
2060,NORTH SYDNEY SHOPPINGWORLD,NSW,NORTH SYDNEY POST SHOP,Delivery Area                                
2060,WAVERTON,NSW,ST LEONARDS DF,Delivery Area                                
2061,KIRRIBILLI,NSW,ST LEONARDS DF,Delivery Area                                
2061,MILSONS POINT,NSW,ST LEONARDS DF,Delivery Area                                
2062,CAMMERAY,NSW,ST LEONARDS DF,Delivery Area                                
2063,NORTHBRIDGE,NSW,ST LEONARDS DF,Delivery Area                                
2064,ARTARMON,NSW,ST LEONARDS DF,Delivery Area                                
2065,CROWS NEST,NSW,ST LEONARDS DF,Delivery Area                                
2065,GREENWICH,NSW,ST LEONARDS DF,Delivery Area                                
2065,NAREMBURN,NSW,ST LEONARDS DF,Delivery Area                                
2065,ROYAL NORTH SHORE HOSPITAL,NSW,ST LEONARDS DF,Delivery Area                                
2065,ST LEONARDS,NSW,ST LEONARDS DF,Delivery Area                                
2065,WOLLSTONECRAFT,NSW,ST LEONARDS DF,Delivery Area                                
2066,LANE COVE,NSW,ST LEONARDS DF,Delivery Area                                
2066,LANE COVE NORTH,NSW,ST LEONARDS DF,Delivery Area                                
2066,LANE COVE WEST,NSW,ST LEONARDS DF,Delivery Area                                
2066,LINLEY POINT,NSW,ST LEONARDS DF,Delivery Area                                
2066,LONGUEVILLE,NSW,ST LEONARDS DF,Delivery Area                                
2066,NORTHWOOD,NSW,ST LEONARDS DF,Delivery Area                                
2066,RIVERVIEW,NSW,ST LEONARDS DF,Delivery Area                                
2067,CHATSWOOD,NSW,ST LEONARDS DF,Delivery Area                                
2067,CHATSWOOD WEST,NSW,ST LEONARDS DF,Delivery Area                                
2068,CASTLECRAG,NSW,ST LEONARDS DF,Delivery Area                                
2068,MIDDLE COVE,NSW,ST LEONARDS DF,Delivery Area                                
2068,NORTH WILLOUGHBY,NSW,ST LEONARDS DF,Delivery Area                                
2068,WILLOUGHBY,NSW,ST LEONARDS DF,Delivery Area                                
2068,WILLOUGHBY EAST,NSW,ST LEONARDS DF,Delivery Area                                
2068,WILLOUGHBY NORTH,NSW,WILLOUGHBY NORTH LPO,Delivery Area                                
2069,CASTLE COVE,NSW,ST LEONARDS DF,Delivery Area                                
2069,ROSEVILLE,NSW,ST LEONARDS DF,Delivery Area                                
2069,ROSEVILLE CHASE,NSW,ST LEONARDS DF,Delivery Area                                
